,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
106,107,akerfda01,,,1962.0,6.0,12.0,USA,CO,Denver,,,,,,,Darrel,Akerfelds,,Darrel Wayne,,210.0,74.0,R,R,8/1/1986,7/2/1991,Arkansas,akerfda01,akerfda01,akerd001,akerfda01,akerfda01
107,108,akersbi01,,,1904.0,12.0,25.0,USA,TN,Chattanooga,1962.0,4.0,13.0,USA,TN,Chattanooga,Bill,Akers,,William G.,Bump,178.0,71.0,R,R,9/8/1929,7/27/1932,,akersbi01,akersbi01,akerb101,akersbi01,akersbi01
108,109,akersje01,,,1887.0,11.0,1.0,USA,IN,Shelbyville,1979.0,5.0,15.0,USA,FL,Bay Pines,Jerry,Akers,,Albert Earl,,175.0,71.0,R,R,5/4/1912,5/25/1912,,akersje01,akersje01,akerj101,akersje01,akersje01
109,110,albagi01,,,1960.0,1.0,18.0,D.R.,,Santiago,,,,,,,Gibson,Alba,,Gibson Alberto (Rosado),,160.0,74.0,L,L,5/3/1988,5/8/1988,,albagi01,albagi01,albag001,albagi01,albagi01
110,111,albanjo01,,,1933.0,6.0,26.0,USA,NY,New York,2000.0,6.0,17.0,USA,NY,New York,Joe,Albanese,,Joseph Peter,,215.0,75.0,R,R,7/18/1958,9/9/1958,,albanjo01,albanjo01,albaj101,albanjo01,albanjo01
111,112,alberjo01,,,1969.0,6.0,29.0,P.R.,,San Juan,,,,,,,Jose,Alberro,,Jose Edgardo,,190.0,74.0,R,R,4/27/1995,8/5/1997,,alberjo01,alberjo01,albej001,alberjo01,alberjo01
112,113,alberbu01,,,1950.0,5.0,4.0,USA,PA,Williamsport,,,,,,,Butch,Alberts,,Francis Burt,,205.0,74.0,R,R,9/7/1978,9/28/1978,Cincinnati,alberbu01,alberbu01,albeb101,alberbu01,alberbu01
113,114,albercy01,,,1882.0,1.0,14.0,USA,MI,Grand Rapids,1917.0,8.0,27.0,USA,IN,Fort Wayne,Cy,Alberts,,Frederick Joseph,,230.0,72.0,R,R,9/17/1910,10/12/1910,,albercy01,albercy01,albec101,albercy01,albercy01
114,115,albergu01,,,1861.0,,,USA,PA,Reading,1912.0,5.0,7.0,USA,CO,Idaho Springs,Gus,Alberts,,Augustus Peter,,180.0,66.0,R,R,5/1/1884,9/22/1891,,albergu01,albergu01,albeg101,albergu01,albergu01
115,116,albosed01,,,1918.0,10.0,27.0,USA,MI,Saginaw,2003.0,1.0,7.0,USA,MI,Saginaw,Ed,Albosta,,Edward John,Rube,175.0,73.0,R,R,9/3/1941,9/24/1946,,albosed01,albosed01,alboe101,albosed01,albosed01
116,117,albreed01,,,1929.0,2.0,28.0,USA,MO,Affton,1979.0,12.0,29.0,USA,IL,Cahokia,Ed,Albrecht,,Edward Arthur,,165.0,70.0,R,R,10/2/1949,4/26/1950,,albreed01,albreed01,albre101,albreed01,albreed01
117,118,albrija01,,,1921.0,6.0,30.0,USA,FL,St. Petersburg,1991.0,7.0,22.0,USA,CA,San Diego,Jack,Albright,,Harold John,,175.0,69.0,R,R,5/19/1947,7/27/1947,,albrija01,albrija01,albrj101,albrija01,albrija01
118,119,alburvi01,,,1947.0,5.0,12.0,USA,FL,Key West,,,,,,,Vic,Albury,,Victor,,190.0,72.0,L,L,8/7/1973,9/26/1976,,alburvi01,alburvi01,albuv101,alburvi01,alburvi01
119,120,alcalsa01,,,1952.0,12.0,23.0,D.R.,,San Pedro de Macoris,,,,,,,Santo,Alcala,born Santo Anibal (Alcala),Santo,,195.0,77.0,R,R,4/10/1976,9/25/1977,,alcalsa01,alcalsa01,alcas101,alcalsa01,alcalsa01
120,121,alcanis01,,,1971.0,5.0,6.0,D.R.,,Santo Domingo,,,,,,,Israel,Alcantara,,,,180.0,74.0,R,R,6/25/2000,8/22/2002,,alcanis01,alcanis01,alcai001,alcanis01,alcanis01
121,122,alcarlu01,,,1941.0,6.0,20.0,P.R.,,Humacao,,,,,,,Luis,Alcaraz,,Angel Luis (Acosta),,165.0,69.0,R,R,9/13/1967,6/7/1970,,alcarlu01,alcarlu01,alcal101,alcarlu01,alcarlu01
122,123,alcocsc01,,,1885.0,11.0,29.0,USA,OH,Wooster,1973.0,1.0,30.0,USA,OH,Wooster,Scotty,Alcock,,John Forbes,,160.0,69.0,R,R,4/19/1914,8/2/1914,,alcocsc01,alcocsc01,alcos101,alcocsc01,alcocsc01
123,124,alderda01,,,1918.0,3.0,9.0,USA,NE,Belden,1982.0,2.0,12.0,USA,CA,Garden Grove,Dale,Alderson,,Dale Leonard,,190.0,70.0,R,R,9/18/1943,7/5/1944,,alderda01,alderda01,alded101,alderda01,alderda01
124,125,aldresc01,,,1968.0,6.0,12.0,USA,MI,Flint,,,,,,,Scott,Aldred,,Scott Phillip,,195.0,76.0,L,L,9/9/1990,5/29/2000,,aldresc01,aldresc01,aldrs001,aldresc01,aldresc01
125,126,aldremi01,,,1961.0,1.0,29.0,USA,CA,Carmel,,,,,,,Mike,Aldrete,,Michael Peter,,180.0,71.0,L,L,5/28/1986,9/29/1996,Stanford,aldremi01,aldremi01,aldrm001,aldremi01,aldremi01
126,127,aldrija01,,,1961.0,4.0,14.0,USA,LA,Alexandria,,,,,,,Jay,Aldrich,,Jay Robert,,210.0,75.0,R,R,6/5/1987,4/26/1990,Montclair State,aldrija01,aldrija01,aldrj001,aldrija01,aldrija01
127,128,aldrico01,,,1979.0,6.0,13.0,USA,TX,San Angelo,,,,,,,Cory,Aldridge,,,,225.0,73.0,L,R,9/5/2001,,,aldrico01,aldrico01,aldrc001,aldrico01,aldrico01
128,129,aldrivi01,,,1893.0,10.0,25.0,USA,IN,Crane,1973.0,4.0,17.0,USA,IN,Terre Haute,Vic,Aldridge,,Victor E.,,175.0,69.0,R,R,4/15/1917,8/29/1928,,aldrivi01,aldrivi01,aldrv101,aldrivi01,aldrivi01
129,130,alenoch01,,,1917.0,2.0,19.0,USA,MO,St. Louis,2003.0,2.0,10.0,USA,FL,Deland,Chuck,Aleno,,Charles,,215.0,73.0,R,R,5/15/1941,9/23/1944,,alenoch01,alenoch01,alenc101,alenoch01,alenoch01
130,131,alexabo01,,,1922.0,8.0,7.0,CAN,BC,Vancouver,1993.0,4.0,7.0,USA,CA,Oceanside,Bob,Alexander,,Robert Somerville,,205.0,74.0,R,R,4/11/1955,9/22/1957,,alexabo01,alexabo01,alexb101,alexabo01,alexabo01
131,132,alexada01,,,1903.0,4.0,26.0,USA,TN,Greeneville,1979.0,3.0,2.0,USA,TN,Greeneville,Dale,Alexander,,David Dale,Moose,210.0,75.0,R,R,4/16/1929,9/23/1933,,alexada01,alexada01,alexd101,alexada01,alexada01
132,133,alexado01,,alexado01h,1950.0,9.0,4.0,USA,AL,Cordova,,,,,,,Doyle,Alexander,,Doyle Lafayette,,190.0,75.0,R,R,6/26/1971,9/27/1989,Jefferson St. JC,alexado01,alexado01,alexd001,alexado01,alexado01
133,134,alexaga01,,,1953.0,3.0,27.0,USA,CA,Los Angeles,,,,,,,Gary,Alexander,,Gary Wayne,,195.0,74.0,R,R,9/12/1975,9/28/1981,Los Angeles Harbor JC,alexaga01,alexaga01,alexg101,alexaga01,alexaga01
134,135,alexage01,,,1968.0,3.0,26.0,USA,LA,Baton Rouge,,,,,,,Gerald,Alexander,,Gerald Paul,,190.0,71.0,R,R,9/9/1990,6/30/1992,Tulane,alexage01,alexage01,alexg001,alexage01,alexage01
135,136,alexahu01,,,1917.0,7.0,10.0,USA,MO,Buffalo,2000.0,11.0,25.0,USA,MO,Buffalo,Hugh,Alexander,,Hugh,,190.0,72.0,R,R,8/15/1937,9/22/1937,,alexahu01,alexahu01,alexh101,alexahu01,alexahu01
136,137,alexama02,,,1971.0,3.0,20.0,D.R.,,San Pedro de Macoris,,,,,,,Manny,Alexander,born Manuel De Jesus (Alexander),Manuel De Jesus,,150.0,70.0,R,R,9/18/1992,9/28/2006,,alexama02,alexama02,alexm001,alexama02,alexama02
137,138,alexama01,,,1947.0,1.0,30.0,USA,LA,Shreveport,,,,,,,Matt,Alexander,,Matthew,,168.0,71.0,B,R,8/23/1973,10/3/1981,,alexama01,alexama01,alexm101,alexama01,alexama01
138,139,alexani01,,,1858.0,11.0,24.0,USA,IL,Pana,1933.0,12.0,22.0,USA,IL,Pana,Nin,Alexander,,William Henry,,163.0,64.0,R,R,6/7/1884,9/3/1884,,alexani01,alexani01,alexn101,alexani01,alexani01
139,140,alexape01,,alexape01h,1887.0,2.0,26.0,USA,NE,Elba,1950.0,11.0,4.0,USA,NE,St.Paul,Pete,Alexander,,Grover Cleveland,Old Pete,185.0,73.0,R,R,4/15/1911,5/28/1930,,alexape01,alexape01,alexg102,alexape01,alexape01
140,141,alexawa01,,,1891.0,3.0,5.0,USA,GA,Atlanta,1978.0,12.0,29.0,USA,TX,Fort Worth,Walt,Alexander,,Walter Ernest,,165.0,70.0,R,R,6/21/1912,9/8/1917,,alexawa01,alexawa01,alexw101,alexawa01,alexawa01
141,142,alfonan01,,,1972.0,4.0,16.0,D.R.,,La Romana,,,,,,,Antonio,Alfonseca,,Antonio,"El Pulpo, The Octopus",250.0,77.0,R,R,6/17/1997,9/23/2007,,alfonan01,alfonan01,alfoa001,alfonan01,alfonan01
142,143,alfoned01,,,1973.0,11.0,8.0,Venezuela,,Santa Teresa,,,,,,,Edgardo,Alfonzo,,Edgardo Antonio,,210.0,71.0,R,R,4/26/1995,6/11/2006,,alfoned01,alfoned01,alfoe001,alfoned01,alfoned01
143,144,alicelu01,,,1965.0,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,,Luis Rene (De Jesus),,165.0,69.0,B,R,4/23/1988,9/25/2002,Florida State,alicelu01,alicelu01,alicl001,alicelu01,alicelu01
144,145,allanan01,,,1961.0,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,,Andrew Neal,,220.0,77.0,R,R,4/7/1986,10/2/1995,Richmond,allanan01,allanan01,allaa001,allanan01,allanan01
145,146,allarbr01,,,1958.0,1.0,3.0,USA,IL,Spring Valley,,,,,,,Brian,Allard,,Brian Marshall,,175.0,73.0,R,R,8/8/1979,6/10/1981,Western Illinois,allarbr01,allarbr01,allab101,allarbr01,allarbr01
146,147,allenbe01,,allenbe01h,1939.0,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,,Bernard Keith,,175.0,72.0,L,R,4/10/1962,9/19/1973,,allenbe01,allenbe01,alleb105,allenbe01,allenbe01
147,148,allenbo01,allenbo01m,,1867.0,7.0,10.0,USA,OH,Marion,1943.0,5.0,14.0,USA,AR,Little Rock,Bob,Allen,,Robert Gilman,,175.0,71.0,R,R,4/19/1890,6/1/1900,,allenbo01,allenbo01,alleb103,allenbo01,allenbo01
148,149,allenbo02,,,1894.0,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,born Alvah Charles Elliott,Robert,,180.0,70.0,R,R,8/20/1919,9/6/1919,,allenbo02,allenbo02,alleb104,allenbo02,allenbo02
149,150,allenbo03,,,1914.0,7.0,2.0,USA,TN,Smithville,2005.0,10.0,30.0,USA,VA,Chesepeake,Bob,Allen,,Robert Earl,Thin Man,165.0,73.0,R,R,9/19/1937,10/2/1937,,allenbo03,allenbo03,alleb102,allenbo03,allenbo03
150,151,allenbo04,,,1937.0,10.0,23.0,USA,TX,Tatum,,,,,,,Bob,Allen,,Robert Gray,,175.0,74.0,L,L,4/14/1961,9/27/1967,,allenbo04,allenbo04,alleb101,allenbo04,allenbo04
151,152,allench01,,,1975.0,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,,,,195.0,73.0,R,R,4/6/1999,6/2/2005,Cochise JC,allench01,allench01,allec001,allench01,allench01
152,153,allendi01,,allendi01h,1942.0,3.0,8.0,USA,PA,Wampum,,,,,,,Dick,Allen,Also played as Richie Allen,Richard Anthony,"Wampum Walloper,Richie",187.0,71.0,R,R,9/3/1963,6/19/1977,,allendi01,allendi01,alled101,allendi01,allendi01
153,154,allendu01,,,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,,,,215.0,76.0,R,R,7/1/2000,10/1/2000,,allendu01,allendu01,alled001,allendu01,allendu01
154,155,allenet01,,,1904.0,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,OR,Brookings,Ethan,Allen,,Ethan Nathan,,180.0,73.0,R,R,6/21/1926,6/18/1938,,allenet01,allenet01,allee101,allenet01,allenet01
155,156,allenfr01,,,1888.0,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainesville,Frank,Allen,,Frank Leon,,175.0,69.0,R,L,4/24/1912,9/19/1917,,allenfr01,allenfr01,allef101,allenfr01,allenfr01
156,157,allenha01,,,1846.0,4.0,20.0,USA,ME,Augusta,1881.0,2.0,6.0,USA,MA,Natick,Ham,Allen,,Frank Erwin,,181.885744235,64.0,,,4/27/1872,8/9/1872,,allenha01,allenha01,alleh102,allenha01,allenha01
157,158,allenha02,,,1940.0,7.0,23.0,USA,PA,Wampum,,,,,,,Hank,Allen,,Harold Andrew,,190.0,72.0,R,R,9/9/1966,9/28/1973,,allenha02,allenha02,alleh104,allenha02,allenha02
158,159,allenhe01,,,1863.0,2.0,25.0,USA,CT,Westport,1916.0,9.0,21.0,USA,CT,Saugatuck,Hezekiah,Allen,,Hezekiah,Ki,160.0,71.0,,,5/16/1884,5/16/1884,,allenhe01,allenhe01,alleh103,allenhe01,allenhe01
159,160,allenho01,,,1899.0,6.0,11.0,USA,FL,DeLand,1981.0,7.0,5.0,USA,NC,Canton,Horace,Allen,,Horace Tanner,Pug,187.0,72.0,L,R,6/15/1919,9/27/1919,,allenho01,allenho01,alleh101,allenho01,allenho01
160,161,allenja01,,,1855.0,10.0,2.0,USA,IL,Woodstock,1915.0,4.0,21.0,USA,PA,Girard,Jack,Allen,,Cyrus Alban,,160.0,,R,R,5/1/1879,,,allenja01,allenja01,allej103,allenja01,allenja01
161,162,allenja02,,,1958.0,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,,James Bradley,,205.0,72.0,R,R,5/1/1983,9/4/1983,Arizona State,allenja02,allenja02,allej101,allenja02,allenja02
162,163,allenjo01,,,1890.0,10.0,27.0,USA,WV,Berkeley Springs,1967.0,9.0,24.0,USA,MD,Hagerstown,John,Allen,,John Marshall,,170.0,73.0,R,R,6/2/1914,6/2/1914,,allenjo01,allenjo01,allej104,allenjo01,allenjo01
163,164,allenjo02,,allenjo02h,1904.0,9.0,30.0,USA,NC,Lenoir,1959.0,3.0,29.0,USA,FL,St.Petersburg,Johnny,Allen,,John Thomas,,180.0,72.0,R,R,4/19/1932,9/26/1944,,allenjo02,allenjo02,allej102,allenjo02,allenjo02
164,165,allenki01,,,1953.0,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,,Kim Bryant,,175.0,71.0,R,R,9/2/1980,9/29/1981,Cal Riverside,allenki01,allenki01,allek101,allenki01,allenki01
165,166,allenll01,,,1950.0,5.0,8.0,USA,CA,Merced,,,,,,,Lloyd,Allen,,Lloyd Cecil,,185.0,73.0,R,R,9/1/1969,7/27/1975,,allenll01,allenll01,allel101,allenll01,allenll01
166,167,allenmy01,,,1854.0,3.0,22.0,USA,NY,Kingston,1924.0,3.0,8.0,USA,NY,Kingston,Myron,Allen,,Myron Smith,Zeke,150.0,68.0,R,R,7/19/1883,7/1/1888,,allenmy01,allenmy01,allem101,allenmy01,allenmy01
167,168,allenne01,,,1958.0,1.0,24.0,USA,KS,Kansas City,,,,,,,Neil,Allen,,Neil Patrick,,185.0,75.0,R,R,4/15/1979,9/19/1989,,allenne01,allenne01,allen001,allenne01,allenne01
168,169,allenni01,,,1888.0,9.0,14.0,USA,KS,Norton,1939.0,10.0,16.0,USA,IL,Hines,Nick,Allen,,Artemus Ward,,180.0,72.0,R,R,5/1/1914,10/2/1920,,allenni01,allenni01,allen101,allenni01,allenni01
169,170,allenpe01,,,1868.0,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,16.0,USA,PA,Philadelphia,Pete,Allen,,Jesse Hall,,185.0,68.0,R,R,8/4/1893,8/4/1893,,allenpe01,allenpe01,allep101,allenpe01,allenpe01
170,171,allenro02,,,1959.0,10.0,5.0,USA,CA,Los Angeles,,,,,,,Rod,Allen,,Roderick Bernet,,185.0,73.0,R,R,4/7/1983,10/2/1988,,allenro02,allenro02,aller001,allenro02,allenro02
171,172,allenro01,,,1943.0,12.0,23.0,USA,PA,Wampum,,,,,,,Ron,Allen,,Ronald Frederick,,205.0,75.0,B,R,8/11/1972,8/21/1972,,allenro01,allenro01,aller101,allenro01,allenro01
172,173,allensl01,,,1886.0,8.0,23.0,USA,MO,West Plains,1959.0,10.0,16.0,USA,TX,Lubbock,Sled,Allen,,Fletcher Manson,,180.0,73.0,R,R,5/4/1910,8/5/1910,,allensl01,allensl01,alles101,allensl01,allensl01
173,174,allenga01,,,1955.0,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,,Gary Martin,,185.0,71.0,R,R,4/8/1979,8/23/1985,Arizona State,allenga01,allenga01,alleg001,allenga01,allenga01
174,175,allenje01,,,1972.0,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,,Jermaine Lamont,,178.0,72.0,R,R,7/23/1996,5/29/1999,Purdue,allenje01,allenje01,allej001,allenje01,allenje01
175,176,alleyge01,,alleyge01h,1940.0,7.0,10.0,USA,VA,Richmond,,,,,,,Gene,Alley,,Leonard Eugene,,160.0,70.0,R,R,9/4/1963,9/27/1973,,alleyge01,alleyge01,alleg101,alleyge01,alleyge01
176,177,alliega01,,,1931.0,10.0,28.0,USA,NC,Statesville,,,,,,,Gair,Allie,,Gair Roosevelt,,190.0,73.0,R,R,4/13/1954,9/26/1954,,alliega01,alliega01,allig101,alliega01,alliega01
177,178,alliebo01,,,1952.0,5.0,1.0,USA,MA,New Bedford,,,,,,,Bob,Allietta,,Robert George,,190.0,72.0,R,R,5/6/1975,9/28/1975,,alliebo01,alliebo01,allib101,alliebo01,alliebo01
178,179,allisan01,,,1848.0,,,USA,NY,New York,,,,,,,Andy,Allison,,Andrew K.,,150.0,70.0,,,5/7/1872,10/21/1872,,allisan01,allisan01,allia102,allisan01,allisan01
179,180,allisar01,,,1849.0,1.0,29.0,USA,PA,Philadelphia,1916.0,2.0,25.0,USA,DC,Washington,Art,Allison,,Arthur Algernon,,150.0,68.0,,,5/4/1871,,,allisar01,allisar01,allia101,allisar01,allisar01
180,181,allisbi01,,,,,,USA,PA,Philadelphia,,,,,,,Bill,Allison,,William Andrew,,181.885744235,,,,5/21/1872,7/4/1872,,allisbi01,allisbi01,allib102,allisbi01,allisbi01
181,182,allisbo01,,,1934.0,7.0,11.0,USA,MO,Raytown,1995.0,4.0,9.0,USA,AZ,Rio Verde,Bob,Allison,,William Robert,,205.0,75.0,R,R,9/16/1958,9/29/1970,,allisbo01,allisbo01,allib103,allisbo01,allisbo01
182,183,allisda01,,,1966.0,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,,Dana Eric,,215.0,75.0,R,L,4/9/1991,5/23/1991,James Madison,allisda01,allisda01,allid001,allisda01,allisda01
183,184,allisdo01,allisdo01m,allisdo01h,1846.0,7.0,12.0,USA,PA,Philadelphia,1916.0,12.0,19.0,USA,DC,Washington,Doug,Allison,,Douglas L.,,160.0,70.0,R,R,5/5/1871,7/13/1883,,allisdo01,allisdo01,allid101,allisdo01,allisdo01
184,185,allisma01,,,1887.0,1.0,23.0,USA,KY,Owensboro,1964.0,3.0,13.0,USA,MO,Mount Vernon,Mack,Allison,,Mack Pendleton,,185.0,73.0,R,R,9/13/1911,8/20/1913,,allisma01,allisma01,allim102,allisma01,allisma01
185,186,allismi01,,,1890.0,10.0,16.0,USA,MI,Elk Rapids,1957.0,6.0,18.0,USA,WI,Kenosha,Milo,Allison,,Milo Henry,,163.0,72.0,L,R,9/26/1913,6/29/1917,,allismi01,allismi01,allim101,allismi01,allismi01
186,187,allrebe01,,,1965.0,6.0,4.0,USA,AZ,Mesa,,,,,,,Beau,Allred,,Dale Le Beau,,190.0,72.0,L,L,9/7/1989,6/25/1991,Lamar CC,allrebe01,allrebe01,allrb001,allrebe01,allrebe01
187,188,almadme01,,,1913.0,2.0,7.0,Mexico,26,Huatabampo,1988.0,8.0,13.0,Mexico,26,Caborca,Mel,Almada,,Baldomero Melo (Quiros),,170.0,72.0,L,L,9/8/1933,10/1/1939,,almadme01,almadme01,almam101,almadme01,almadme01
188,189,almanar01,,,1972.0,10.0,26.0,USA,TX,ElPaso,,,,,,,Armando,Almanza,,Armando,,205.0,75.0,L,L,7/29/1999,7/20/2005,,almanar01,almanar01,almaa001,almanar01,almanar01
189,190,almanca01,,,1973.0,11.0,6.0,D.R.,,Santiago,,,,,,,Carlos,Almanzar,,Carlos Manuel (Giron),,166.0,74.0,R,R,9/4/1997,4/30/2005,,almanca01,almanca01,almac001,almanca01,almanca01
190,191,almeira01,,,1887.0,7.0,30.0,Cuba,,Havana,1968.0,3.0,19.0,Cuba,,Havana,Rafael,Almeida,,Rafael D.,Mike,164.0,69.0,R,R,7/4/1911,7/18/1913,,almeira01,almeira01,almer101,almeira01,almeira01
191,192,almonbi01,,,1952.0,11.0,21.0,USA,RI,Providence,,,,,,,Bill,Almon,,William Francis,,180.0,75.0,R,R,9/2/1974,6/14/1988,Brown,almonbi01,almonbi01,almob001,almonbi01,almonbi01
192,193,almoner01,,,1978.0,2.0,1.0,D.R.,,Santo Domingo,,,,,,,Erick,Almonte,,,,180.0,74.0,R,R,9/4/2001,9/26/2003,,almoner01,almoner01,almoe001,almoner01,almoner01
193,194,almonhe01,,,1975.0,10.0,17.0,D.R.,,Santo Domingo,,,,,,,Hector,Almonte,,,,190.0,74.0,R,R,7/26/1999,9/28/2003,,almonhe01,almonhe01,almoh001,almonhe01,almonhe01
194,195,alomalu01,,,1923.0,7.0,23.0,Cuba,,Havana,1997.0,4.0,7.0,USA,IL,Park Ridge,Luis,Aloma,,Luis (Barba),Witto,195.0,74.0,R,R,4/19/1950,8/30/1953,,alomalu01,alomalu01,aloml101,alomalu01,alomalu01
195,196,alomaro01,,alomaro01h,1968.0,2.0,5.0,P.R.,,Ponce,,,,,,,Roberto,Alomar,,Roberto (Velazquez),,184.0,72.0,B,R,4/22/1988,9/5/2004,,alomaro01,alomaro01,alomr001,alomaro01,alomaro01
196,197,alomasa02,alomasa02m,alomasa02h,1966.0,6.0,18.0,P.R.,,Salinas,,,,,,,Sandy,Alomar,,Santos (Velazquez) (Jr.),,200.0,77.0,R,R,9/30/1988,9/30/2007,,alomasa02,alomasa02,aloms001,alomasa02,alomasa02
197,198,alomasa01,,,1943.0,10.0,19.0,P.R.,,Salinas,,,,,,,Sandy,Alomar,,Santos (Sr.) (Conde),Iron Pony,140.0,69.0,B,R,9/15/1964,9/30/1978,,alomasa01,alomasa01,aloms101,alomasa01,alomasa01
198,199,aloufe01,aloufe01m,aloufe01h,1935.0,5.0,12.0,D.R.,,Haina,,,,,,,Felipe,Alou,born Felipe Rojas (Alou),Felipe Rojas,,195.0,72.0,R,R,6/8/1958,4/24/1974,,aloufe01,aloufe01,alouf101,aloufe01,aloufe01
199,200,alouje01,,alouje01h,1942.0,3.0,24.0,D.R.,,Haina,,,,,,,Jesus,Alou,born Jesus Maria Rojas (Alou),Jesus Maria Rojas,Jay,190.0,74.0,R,R,9/10/1963,9/29/1979,,alouje01,alouje01,alouj101,alouje01,alouje01
200,201,alouma01,,alouma01h,1938.0,12.0,22.0,D.R.,,Haina,,,,,,,Matty,Alou,born Mateo Rojas (Alou),Mateo Rojas,,160.0,69.0,L,L,9/26/1960,6/21/1974,,alouma01,alouma01,aloum101,alouma01,alouma01
201,202,aloumo01,,,1966.0,7.0,3.0,USA,GA,Atlanta,,,,,,,Moises,Alou,born Moises Rojas,Moises Rojas,,185.0,75.0,R,R,7/26/1990,6/10/2008,Canada,aloumo01,aloumo01,aloum001,aloumo01,aloumo01
202,203,alperwh01,,,1879.0,11.0,11.0,USA,PA,Etna,1942.0,12.0,25.0,USA,PA,Pittsburgh,Whitey,Alperman,,Charles Augustus,,180.0,70.0,R,R,4/13/1906,10/2/1909,,alperwh01,alperwh01,alpew101,alperwh01,alperwh01
203,204,alstode01,,,1952.0,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,,Wendell,,180.0,72.0,L,R,5/17/1977,10/4/1980,Concordia,alstode01,alstode01,alstd101,alstode01,alstode01
204,205,alstoga01,,,1971.0,12.0,8.0,USA,NY,Mount Vernon,,,,,,,Garvin,Alston,,Garvin James,,185.0,74.0,R,R,6/6/1996,6/18/1996,Florida International,alstoga01,alstoga01,alstg001,alstoga01,alstoga01
205,206,alstoto01,,,1926.0,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,,Thomas Edison,,210.0,77.0,L,R,4/13/1954,9/29/1957,,alstoto01,alstoto01,alstt101,alstoto01,alstoto01
206,207,alstowa01,alstowa01m,alstowa01h,1911.0,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,,Walter Emmons,Smokey,195.0,74.0,R,R,9/27/1936,9/27/1936,,alstowa01,alstowa01,alstw101,alstowa01,alstowa01
207,208,altampo01,,,1952.0,5.0,17.0,Nicaragua,,Darillo,,,,,,,Porfi,Altamirano,,Porfirio (Ramirez),,175.0,72.0,R,R,5/9/1982,6/8/1984,,altampo01,altampo01,altap001,altampo01,altampo01
208,209,altener01,,,1894.0,12.0,1.0,USA,OH,Avon,1981.0,9.0,9.0,USA,CA,Napa,Ernie,Alten,,Ernest Matthias,Lefty,175.0,72.0,R,L,4/17/1920,6/30/1920,,altener01,altener01,altee101,altener01,altener01
209,210,altenje01,,,1893.0,1.0,2.0,USA,MI,Ashley,1973.0,3.0,12.0,USA,MI,Lansing,Jesse,Altenburg,,Jesse Howard,,158.0,69.0,L,R,9/19/1916,5/17/1917,,altenje01,altenje01,altej101,altenje01,altenje01
210,211,altizda01,,,1876.0,11.0,6.0,USA,IL,Pearl,1964.0,5.0,14.0,USA,IL,Pleasant Hill,Dave,Altizer,,David Tilden,Filipino,160.0,70.0,L,R,5/29/1906,7/10/1911,,altizda01,altizda01,altid101,altizda01,altizda01
211,212,altmage01,,,1933.0,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,,George Lee,Big George,200.0,76.0,L,R,4/11/1959,10/1/1967,,altmage01,altmage01,altmg101,altmage01,altmage01
212,213,altobjo01,altobjo01m,,1932.0,5.0,26.0,USA,MI,Detroit,,,,,,,Joe,Altobelli,,Joseph Salvatore,,185.0,72.0,L,L,4/14/1955,10/1/1961,,altobjo01,altobjo01,altoj101,altobjo01,altobjo01
213,214,altroni01,,altroni01h,1876.0,9.0,15.0,USA,OH,Cincinnati,1965.0,1.0,20.0,USA,DC,Washington,Nick,Altrock,,Nicholas,,197.0,70.0,B,L,7/14/1898,10/1/1933,,altroni01,altroni01,altrn101,altroni01,altroni01
214,215,alusige01,,,1935.0,2.0,11.0,USA,PA,Ashley,,,,,,,George,Alusik,,George Joseph,,175.0,75.0,R,R,9/11/1958,10/2/1964,,alusige01,alusige01,alusg101,alusige01,alusige01
